scraped_name,name,website,industry,squareLogo,overallRating,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating
supervalu holdings inc,SUPERVALU,www.supervalu.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/632/supervalu-squarelogo.png,2.7,2.4,2.3,2.9,2.4,2.7
"supervalu holdings, inc.",SUPERVALU,www.supervalu.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/632/supervalu-squarelogo.png,2.7,2.4,2.3,2.9,2.4,2.7
suprtek,SuprTek,www.suprtek.com,IT Services,https://media.glassdoor.com/sqll/373115/suprtek-squarelogo-1424069661240.png,3.5,3.4,3.2,3.2,3.1,3.6
surescripts,SureScripts,www.surescripts.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/38913/surescripts-squarelogo-1425029697982.png,2.8,2.4,2.3,3.4,2.5,3.4
surescripts llc,SureScripts,www.surescripts.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/38913/surescripts-squarelogo-1425029697982.png,2.8,2.4,2.3,3.4,2.5,3.4
"surrounds, inc.",Surrounding Landscapes,www.surroundinglandscapes.com,,,0,0.0,0.0,0.0,0.0,0.0
survice engineering,Survice,www.survice.com,Aerospace & Defense,https://media.glassdoor.com/sqll/383759/survice-squarelogo.png,4.2,4.0,3.9,4.1,3.4,4.6
sutherland global services,Sutherland Global Services,www.sutherlandglobal.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/25705/sutherland-global-services-squarelogo.png,2.9,2.9,2.6,2.7,3.0,2.7
sykes,SYKES,www.sykes.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/5972/sykes-squarelogo-1470926919880.png,2.8,2.8,2.5,2.5,2.7,2.9
"sykes enterprises, incorporated",SYKES,www.sykes.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/5972/sykes-squarelogo-1470926919880.png,2.8,2.8,2.5,2.5,2.7,2.9
sylvan learning center,Sylvan Learning Centers,www.sylvanlearning.com,Education Training Services,https://media.glassdoor.com/sqll/35244/sylvan-learning-centers-squarelogo.png,3.5,3.6,3.2,2.4,2.8,3.3
symantec,Symantec,www.symantec.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/1931/symantec-squarelogo-1465834221279.png,3.4,3.4,2.7,3.7,3.2,3.8
"synaptic solutions, inc.",Synaptic Solutions,www.gosynaptic.com,IT Services,https://media.glassdoor.com/sqll/928182/synaptic-solutions-squarelogo-1467215362029.png,5.0,5.0,5.0,5.0,5.0,5.0
synchrony financial,Synchrony Financial,www.synchronyfinancial.com,Banks & Credit Unions,https://media.glassdoor.com/sqll/852160/synchrony-financial-squarelogo-1415137290009.png,3.7,3.9,3.6,3.6,3.6,3.7
syneren technology,Syneren Technologies Corporation,www.syneren.com,IT Services,https://media.glassdoor.com/sqll/237243/syneren-technologies-corporation-squarelogo-1412193960665.png,2.2,2.1,1.8,2.3,2.3,2.5
syntasa corporation,SYNTASA,www.syntasa.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/1331660/syntasa-squarelogo-1469546317649.png,0,0.0,0.0,0.0,0.0,0.0
"syntelligent analytic solutions, llc",Syntelligent Analytic Solutions,www.syntelligent.com,Consulting,,5.0,5.0,5.0,3.0,3.0,5.0
sysco corp,Sysco,www.sysco.com,Wholesale,https://media.glassdoor.com/sqll/634/sysco-squarelogo-1404942242674.png,3.2,3.0,2.8,3.5,3.1,2.8
sysco corporation,Sysco,www.sysco.com,Wholesale,https://media.glassdoor.com/sqll/634/sysco-squarelogo-1404942242674.png,3.2,3.0,2.8,3.5,3.1,2.8
sysco virginia llc,SYSCO Food Services of Virginia,,Wholesale,,4.0,3.5,3.0,4.0,2.5,3.6
system administration,CSC,www.csc.com,IT Services,https://media.glassdoor.com/sqll/169/csc-squarelogo.png,2.7,2.6,2.3,2.6,2.6,3.1
system administrator ( application,Hewlett-Packard,www.hp.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/327/hewlett-packard-squarelogo-1447451672880.png,3.3,3.4,2.8,3.1,3.0,3.6
system high corporation,System High Corp,www.systemhigh.com,Enterprise Software & Network Solutions,,4.2,4.0,4.0,3.9,3.2,4.3
system one,System One,www.systemoneservices.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/195744/system-one-squarelogo.png,3.0,2.7,2.8,2.6,2.6,2.8
"systems engineering & manufacturing, inc.",Manufacturing Engineering Systems,www.mescorp.com,,https://media.glassdoor.com/sqll/362804/manufacturing-engineering-systems-squarelogo-1449667923148.png,1.4,1.0,1.0,1.2,1.2,2.1
systems engineering associates corporation,SEA Corp,www.seacorp.com,IT Services,https://media.glassdoor.com/sqll/323419/sea-corp-squarelogo-1446727242165.png,4.1,4.5,3.5,4.1,3.3,4.5
systems technology forum ltd,Systems Technology Forum,www.stf-ltd.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/401364/systems-technology-forum-squarelogo-1426757709983.png,3.5,3.8,3.6,4.2,3.2,4.2
"t and t consulting services, inc.",T and T Consulting Services,www.tatcs.com,IT Services,https://media.glassdoor.com/sqll/689833/t-and-t-consulting-services-squarelogo-1464800253654.png,4.2,4.4,4.2,4.1,3.6,4.4
tactical engineering & analysis inc,Tactical Engineering Analysis,www.tac-eng.com,Aerospace & Defense,https://media.glassdoor.com/sqll/247431/tactical-engineering-analysis-squarelogo-1426855930349.png,2.9,1.9,2.4,3.1,2.7,2.8
tactical engineering & analysis inc.,Tactical Engineering Analysis,www.tac-eng.com,Aerospace & Defense,https://media.glassdoor.com/sqll/247431/tactical-engineering-analysis-squarelogo-1426855930349.png,2.9,1.9,2.4,3.1,2.7,2.8
"tactical engineering & analysis, inc.",Tactical Engineering Analysis,www.tac-eng.com,Aerospace & Defense,https://media.glassdoor.com/sqll/247431/tactical-engineering-analysis-squarelogo-1426855930349.png,2.9,1.9,2.4,3.1,2.7,2.8
tad pgs inc,Tad PGS,www.tadpgs.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/456519/tad-pgs-squarelogo.png,4.1,3.7,3.3,3.6,3.4,3.5
"tad pgs, inc.",Tad PGS,www.tadpgs.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/456519/tad-pgs-squarelogo.png,4.1,3.7,3.3,3.6,3.4,3.5
tadano mantis corporation,Tadano,www.tadano.com,,,3.6,4.6,4.6,3.3,3.2,3.6
tailored living,Tailored Living,www.tailoredliving.com,Consulting,,5.0,5.0,5.0,4.0,4.0,4.0
take 5 oil change,Take 5 Oil Change,www.take5oilchange.com,,,3.8,2.4,2.4,2.7,3.4,2.7
talascend,Talascend,www.talascend.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/290945/talascend-squarelogo-1465578992907.png,3.4,3.6,3.5,2.7,3.2,3.6
talent operations,The Atum Group (Oregon),www.a-tum.com,Consulting,https://media.glassdoor.com/sqll/703582/the-atum-group-squarelogo-1430081498279.png,4.5,4.4,4.5,4.4,4.5,4.4
talent orchard,Talent Orchard,www.talentorchard.com,Consulting,https://media.glassdoor.com/sqll/590532/talent-orchard-squarelogo-1401825075914.png,3.1,2.5,2.8,3.0,2.6,3.4
talentrust,Talentrust,www.talentrust.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/561395/talentrust-squarelogo.png,2.9,3.3,3.0,2.6,3.1,3.0
tammina solutions llc,Tammina Solutions,www.tammina.com,IT Services,https://media.glassdoor.com/sqll/375543/tammina-solutions-squarelogo-1397748425054.png,3.2,3.2,3.0,2.6,3.2,3.2
tapestry technologies,Tapestry Technologies,www.tapestrytechnologies.com,IT Services,,4.0,4.0,4.2,4.4,3.3,4.3
target,Target,www.target.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/194/target-squarelogo-1473787305116.png,3.4,3.5,2.9,3.1,3.1,3.1
targetcw,TargetCW,www.targetcw.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/421943/targetcw-squarelogo-1376560172339.png,4.5,4.5,4.4,4.4,4.4,4.5
"tate, incorporated",Tate Engineering,www.tate.com,Industrial Manufacturing,,2.2,2.2,1.3,2.7,1.4,1.6
taurean,Taurean,www.taurean.net,,,4.0,5.0,4.0,5.0,2.0,5.0
tax analysts,Tax Analysts,www.taxanalysts.org,Publishing,https://media.glassdoor.com/sqll/217858/tax-analysts-squarelogo-1451283649982.png,3.6,3.8,3.4,3.4,3.0,4.3
taylor corporation,Taylor Corporation,www.taylorcorp.com,Commercial Printing,https://media.glassdoor.com/sqll/3883/taylor-corporation-squarelogo-1444851440420.png,2.6,2.5,2.5,2.8,2.5,3.1
td bank,TD,www.td.com,Banks & Credit Unions,https://media.glassdoor.com/sqll/3767/td-bank-squarelogo.png,3.6,3.7,3.2,3.5,3.5,3.4
tdx holdings,TDX Construction,www.tdxconstruction.com,,,3.1,2.6,3.0,2.8,2.7,3.2
te connectivity,TE Connectivity,www.te.com,Electrical & Electronic Manufacturing,https://media.glassdoor.com/sqll/18055/te-connectivity-squarelogo-1423511075974.png,3.4,3.3,2.9,3.6,3.1,3.4
"team nurse, inc.",Team Nurse,www.teamnurse.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/549139/team-nurse-squarelogo-1430141930200.png,2.7,1.9,2.0,1.6,2.0,2.6
techcraft solutions,Techcraftsol,www.techcraftsol.com,,https://media.glassdoor.com/sqll/1097971/techcraftsol-squarelogo-1473693390624.png,2.7,3.0,3.0,2.8,3.0,3.0
technica corporation,Technica,www.technicacorp.com,IT Services,https://media.glassdoor.com/sqll/13747/technica-squarelogo-1378845499826.png,3.0,2.6,2.2,2.9,2.6,3.2
"technical and management resources, inc.",Technical Management Resources,www.tmrhq.com,IT Services,,2.6,2.6,2.8,3.0,2.6,2.8
"technical software services, inc.",Technical Software Services,www.techsoft.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/220107/technical-software-services-squarelogo-1447745208718.png,4.2,4.5,4.2,3.3,3.7,4.1
"technical systems integration, inc.",Technical Systems Integration,www.tecsysint.com,Accounting,,1.6,1.4,1.0,2.7,1.3,2.5
"technogen, inc.",TechnoGen,www.technogeninc.com,,https://media.glassdoor.com/sqll/997393/technogen-squarelogo-1469622605856.png,4.0,5.0,5.0,5.0,4.0,5.0
"technology management associates, inc.",TMA,www.tmamission.com,IT Services,https://media.glassdoor.com/sqll/426200/tma-squarelogo-1467838736803.png,4.2,4.3,4.3,4.1,4.3,3.9
"technomics, inc",Technomics,www.technomics.net,Aerospace & Defense,https://media.glassdoor.com/sqll/348146/technomics-squarelogo-1441963085108.png,3.7,3.7,3.3,4.3,3.5,4.0
"techtronic industries north america, inc.",Techtronic Industries North America,www.ttigroup.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/138304/techtronic-industries-north-america-squarelogo-1384782501555.png,3.2,3.2,3.2,3.5,3.3,3.7
"teckpros, llc",TECKPROS.COM,www.teckpros.com,,https://media.glassdoor.com/sqll/286270/teckpros-com-squarelogo-1441893736382.png,0,0.0,0.0,0.0,0.0,0.0
tec-masters,Tec-Masters,www.tecmasters.com,IT Services,https://media.glassdoor.com/sqll/118509/tec-masters-squarelogo-1426581574875.png,3.8,3.3,3.2,3.2,3.1,3.8
tecnico corporation,Técnico,www.tecnicocorp.com,Transportation Equipment Manufacturing,https://media.glassdoor.com/sqll/19876/técnico-squarelogo-1463573681846.png,3.5,3.3,2.5,3.2,3.0,3.3
"tecolote research, inc.",Tecolote Research,www.tecolote.com,Aerospace & Defense,https://media.glassdoor.com/sqll/235798/tecolote-squarelogo-1415205212830.png,4.0,3.8,3.7,3.9,3.7,4.1
"tekstream solutions, llc",TekStream Solutions,www.tekstream.com,Accounting,https://media.glassdoor.com/sqll/476259/tekstream-solutions-squarelogo.png,5.0,5.0,5.0,4.7,5.0,4.4
teksystems,TEKsystems,www.teksystems.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/23297/teksystems-squarelogo.png,3.4,3.4,3.1,3.1,3.4,3.1
telarix inc,Telarix,www.telarix.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/39611/telarix-squarelogo-1394739560690.png,4.1,4.3,4.2,3.9,4.2,3.7
telos,Telos Corporation,www.telos.com,IT Services,https://media.glassdoor.com/sqll/4038/telos-squarelogo-1465583888948.png,3.6,3.4,3.2,3.2,3.0,3.8
telos corp.,Telos Corporation,www.telos.com,IT Services,https://media.glassdoor.com/sqll/4038/telos-squarelogo-1465583888948.png,3.6,3.4,3.2,3.2,3.0,3.8
telos corporation,Telos Corporation,www.telos.com,IT Services,https://media.glassdoor.com/sqll/4038/telos-squarelogo-1465583888948.png,3.6,3.4,3.2,3.2,3.0,3.8
telular,Telular,www.telular.com,Telecommunications Manufacturing,https://media.glassdoor.com/sqll/2508/telular-squarelogo-1446814557015.png,2.5,2.0,1.4,3.1,2.1,2.6
tenica and associates llc,TENICA,www.tenica.biz,,,0,0.0,0.0,0.0,0.0,0.0
tennant company,Tennant,www.tennantco.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/1953/tennant-squarelogo.png,3.3,3.1,2.8,3.5,2.9,3.3
tenneco,Tenneco,www.tenneco.com,Transportation Equipment Manufacturing,https://media.glassdoor.com/sqll/646/tenneco-squarelogo-1378750921017.png,2.7,2.4,2.3,3.2,2.6,2.3
tervis,Tervis Tumbler,www.tervis.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/273845/tervis-tumbler-squarelogo-1441894647505.png,3.4,3.4,3.0,3.4,3.1,3.9
tetra tech ard,Tetra Tech,www.tetratech.com,Architectural & Engineering Services,https://media.glassdoor.com/sqll/1775/tetra-tech-squarelogo.png,3.2,2.7,2.7,3.1,2.9,3.0
tetra tech em inc.,Tetra Tech,www.tetratech.com,Architectural & Engineering Services,https://media.glassdoor.com/sqll/1775/tetra-tech-squarelogo.png,3.2,2.7,2.7,3.1,2.9,3.0
texas steakhouse,Texas Land and Cattle,www.txlc.com,Casual Restaurants,https://media.glassdoor.com/sqll/316052/texas-land-and-cattle-squarelogo-1424066360697.png,2.9,2.8,2.1,2.0,2.3,2.6
textron,Textron,www.textron.com,Aerospace & Defense,https://media.glassdoor.com/sqll/654/textron-squarelogo.png,3.7,3.4,3.4,3.5,3.6,3.4
textura,Textura Corporation,www.texturacorp.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/232374/textura-corporation-squarelogo.png,3.3,3.2,2.7,3.4,3.1,3.6
the academy of music,Academy Of Contemporary Music,www.acm.ac.uk,Colleges & Universities,https://media.glassdoor.com/sqll/779810/academy-of-contemporary-music-squarelogo-1437570861751.png,0,0.0,0.0,0.0,0.0,0.0
the advisory board,The Advisory Board Company,www.advisoryboardcompany.com,Consulting,https://media.glassdoor.com/sqll/13494/the-advisory-board-company-squarelogo-1475617463818.png,3.5,3.9,3.1,3.0,3.6,3.7
the advisory board company,The Advisory Board Company,www.advisoryboardcompany.com,Consulting,https://media.glassdoor.com/sqll/13494/the-advisory-board-company-squarelogo-1475617463818.png,3.5,3.9,3.1,3.0,3.6,3.7
"the air line pilots association, international",Air Line Pilots Association Int'l,www.alpa.org,Membership Organizations,https://media.glassdoor.com/sqll/300512/air-line-pilots-association-int-l-squarelogo-1446789223974.png,3.0,3.0,2.3,3.7,2.6,3.3
the art institute,The Art Institutes,www.artinstitutes.edu,Colleges & Universities,https://media.glassdoor.com/sqll/129861/the-art-institutes-hq-squarelogo.png,2.6,2.3,2.2,2.9,2.0,2.9
"the athene group, llc",The Athene Group,www.theathenegroup.com,IT Services,https://media.glassdoor.com/sqll/375419/the-athene-group-squarelogo-1448950513696.png,4.7,4.6,4.4,3.9,4.3,3.8
the boeing company,Boeing,www.boeing.com,Aerospace & Defense,https://media.glassdoor.com/sqll/102/boeing-squarelogo.png,3.6,3.2,2.8,3.9,3.3,3.7
the british embassy,Foreign and Commonwealth Office,www.gov.uk/government/organisations/foreign-commonwealth-office,Federal Agencies,https://media.glassdoor.com/sqll/141502/foreign-and-commonwealth-office-squarelogo-1437049245744.png,3.2,3.6,3.0,2.5,2.4,4.2
the budd group,The Budd Group,www.buddgroup.com,Advertising & Marketing,https://media.glassdoor.com/sqll/367069/the-budd-group-squarelogo.png,2.5,2.3,2.3,1.9,2.2,2.4
the capital grille,The Capital Grille,www.thecapitalgrille.com,Upscale Restaurants,https://media.glassdoor.com/sqll/303311/the-capital-grille-squarelogo.png,3.7,3.8,3.3,3.7,3.5,3.4
the capital markets company,Capco,www.capco.com,Consulting,https://media.glassdoor.com/sqll/400565/capco-squarelogo-1430305986053.png,3.0,3.2,2.8,3.4,3.0,3.2
the cheesecake factory,Cheesecake Factory,www.thecheesecakefactory.com,Casual Restaurants,https://media.glassdoor.com/sqll/2229/cheesecake-factory-squarelogo.png,3.7,3.8,3.4,3.4,3.6,3.3
the christian broadcasting network,Christian Broadcasting,www.cbn.com,TV Broadcast & Cable Networks,https://media.glassdoor.com/sqll/25810/christian-broadcasting-squarelogo.png,4.1,4.6,3.4,3.2,3.2,4.3
"the coastal group, inc",The Coastal Group,www.thecoastalpartners.com,,,0,0.0,0.0,0.0,0.0,0.0
the cogar group ltd,Cogar Community Fire Department Association,,Municipal Governments,,0,0.0,0.0,0.0,0.0,0.0
the college board,College Board,www.collegeboard.org,Education Training Services,https://media.glassdoor.com/sqll/18437/college-board-squarelogo-1412343263602.png,2.7,2.7,2.1,3.8,2.4,3.4
"the computer merchant, ltd.",Computer Merchant,www.itstaffing.com,Staffing & Outsourcing,,4.3,3.6,3.7,3.3,3.6,3.8
the configuration management,Configuration Management,www.cmi.com,Computer Hardware & Software,https://media.glassdoor.com/sqll/268269/configuration-management-squarelogo.png,2.5,2.8,2.8,2.2,2.7,3.3
the cook & boardman group,Cook and Boardman,www.cookandboardman.com,Wholesale,,2.0,2.0,2.0,2.4,2.2,2.0
the davey tree expert,The Davey Tree Expert Company,www.davey.com,Timber Operations,https://media.glassdoor.com/sqll/4699/davey-tree-squarelogo.png,3.1,2.9,2.6,2.8,2.9,2.5
the discovery schools of virginia,Discovery Schools of Virginia,www.discoveryschool.org,,,5.0,5.0,5.0,5.0,5.0,5.0
"the donohoe companies, inc.",Donohoe Companies,www.donohoe.com,Construction,https://media.glassdoor.com/sqll/23972/donohoe-companies-squarelogo-1460560656386.png,4.3,4.3,4.1,4.2,4.3,4.1
the dump,The Dump,www.thedump.com,Home Furniture & Housewares Stores,https://media.glassdoor.com/sqll/326394/the-dump-squarelogo.png,3.0,2.6,2.5,2.6,2.4,3.4
the estee lauder companies,Estée Lauder Companies,www.elcompanies.com,Consumer Products Manufacturing,https://media.glassdoor.com/sqll/2785/estée-lauder-companies-squarelogo-1476295048199.png,3.6,3.8,3.2,3.4,3.2,3.4
the fresh market,The Fresh Market,www.thefreshmarket.com,Grocery Stores & Supermarkets,https://media.glassdoor.com/sqll/33927/the-fresh-market-squarelogo-1481311553303.png,2.5,2.4,2.1,2.3,2.4,2.4
the goodyear tire & rubber company,Goodyear,www.goodyear.com,Industrial Manufacturing,https://media.glassdoor.com/sqll/292/goodyear-squarelogo.png,3.2,3.0,2.8,3.5,3.2,2.9
the greater richmond arc,The Greater Richmond ARC,www.richmondarc.org,Social Assistance,https://media.glassdoor.com/sqll/749180/the-greater-richmond-arc-squarelogo-1447416688885.png,3.0,3.5,1.8,3.2,1.8,3.3
the hanover insurance group,The Hanover Insurance Group,www.hanover.com,Insurance Carriers,https://media.glassdoor.com/sqll/3664/the-hanover-insurance-group-squarelogo-1459349873341.png,3.7,3.7,3.4,3.9,3.5,3.7
the hartford financial services group,The Hartford,www.thehartford.com,Insurance Carriers,https://media.glassdoor.com/sqll/4314/the-hartford-squarelogo-1444668367018.png,3.3,3.5,3.0,3.5,3.1,3.3
the hershey company,The Hershey Company,www.thehersheycompany.com,Food & Beverage Manufacturing,https://media.glassdoor.com/sqll/326/the-hershey-company-squarelogo-1404327997957.png,3.5,3.7,3.1,3.7,3.2,3.3
the highlands golf park,Highland Park Golf Course,www.highlandparkgolf.com,Sports & Recreation,,5.0,5.0,5.0,2.0,3.0,4.0
the home depot,The Home Depot,www.homedepot.com,Home Centers & Hardware Stores,https://media.glassdoor.com/sqll/655/home-depot-squarelogo.png,3.4,3.7,3.0,3.2,3.3,3.0
the informatics applications group,The Informatics Applications Group,www.tiag.net,IT Services,https://media.glassdoor.com/sqll/291325/the-informatics-applications-group-squarelogo-1427186990319.png,2.8,3.0,2.3,3.0,2.5,3.1
the learning ladder,Learning Ladder,www.learningladder.biz,Education Training Services,,4.2,3.7,3.8,3.8,3.3,3.6
the logistics company,The Logistics Company,www.tlc-inc.net,Logistics & Supply Chain,https://media.glassdoor.com/sqll/135167/the-logistics-company-squarelogo-1429247750064.png,2.7,3.2,2.6,3.6,2.8,3.7
the mayvin consulting group,The Mayvin Consulting Group,www.mayvin.com,Consulting,https://media.glassdoor.com/sqll/1150748/the-mayvin-consulting-group-squarelogo-1474553026165.png,0,0.0,0.0,0.0,0.0,0.0
"the mayvin consulting group, inc.",The Mayvin Consulting Group,www.mayvin.com,Consulting,https://media.glassdoor.com/sqll/1150748/the-mayvin-consulting-group-squarelogo-1474553026165.png,0,0.0,0.0,0.0,0.0,0.0
the mckenna principals,McKenna Principals,www.mckennaprincipals.com,Consulting,,1.6,1.6,1.6,3.0,1.6,2.9
the mentor network,The MENTOR Network,www.thementornetwork.com,Health Care Services & Hospitals,https://media.glassdoor.com/sqll/241668/the-mentor-network-squarelogo-1448400473585.png,2.6,2.6,2.2,2.1,2.5,2.5
the mil corporation,The MIL Corporation,www.milcorp.com,Advertising & Marketing,https://media.glassdoor.com/sqll/253545/the-mil-corporation-squarelogo.png,3.6,3.1,3.2,3.6,3.1,3.9
the mitre corporation,MITRE,www.mitre.org,Research & Development,https://media.glassdoor.com/sqll/3976/mitre-squarelogo.png,3.7,3.9,3.3,3.6,3.4,4.3
the nature conservancy,The Nature Conservancy,www.nature.org,Social Assistance,https://media.glassdoor.com/sqll/14686/the-nature-conservancy-squarelogo.png,3.9,4.2,3.3,3.8,3.3,4.1
the neurology center of fairfax,Neurology Center of Fairfax,www.neurologycenteroffairfax.com,Health Care Services & Hospitals,,0,0.0,0.0,0.0,0.0,0.0
the nielsen company,Nielsen,www.nielsen.com,Advertising & Marketing,https://media.glassdoor.com/sqll/3776/nielsen-squarelogo-1432805431979.png,3.6,3.7,3.2,3.1,3.5,3.3
the nielsen company us llc,Dia-Nielsen,www.dianielsen.com,Industrial Manufacturing,,1.0,0.0,4.0,4.0,1.0,2.5
the noble academy,Noble Academy,www.nobleacademy.us,,,2.9,2.0,1.0,2.0,1.0,1.0
"the npd group, inc.",NPD,www.npd.com,Consulting,https://media.glassdoor.com/sqll/6937/npd-squarelogo-1443711223533.png,3.0,2.8,2.7,2.9,2.6,3.8
the port of virginia,Virginia Port Authority,www.portofvirginia.com,Transportation Management,https://media.glassdoor.com/sqll/367769/virginia-port-authority-squarelogo-1471624717609.png,3.3,4.5,4.2,4.0,3.7,3.6
the results companies,The Results Companies,www.theresultscompanies.com,Accounting,https://media.glassdoor.com/sqll/339533/the-results-companies-squarelogo.png,2.9,2.8,2.7,2.5,2.9,2.7
the retail outsource,The Retail Outsource,www.trocglobal.com,Other Retail Stores,https://media.glassdoor.com/sqll/238136/the-retail-outsource-squarelogo-1470861585261.png,3.1,2.9,3.0,2.9,3.1,2.8
the ritz-carlton hotel company,Ritz-Carlton,www.ritzcarlton.com,"Hotels, Motels, & Resorts",https://media.glassdoor.com/sqll/3433/ritz-carlton-squarelogo.png,4.0,4.0,3.3,3.8,3.8,3.1
the roofing company,The Chandler Roofing Company,www.chandlercompany.com,,,5.0,5.0,5.0,2.0,1.0,5.0
the salvation army,Salvation Army,www.salvationarmyusa.org,Social Assistance,https://media.glassdoor.com/sqll/2965/salvation-army-squarelogo.png,3.3,3.4,2.8,2.7,2.9,3.2
the select group,The Select Group,www.selectgroup.com,Staffing & Outsourcing,https://media.glassdoor.com/sqll/445452/the-select-group-squarelogo-1455815507753.png,3.7,4.2,3.4,3.3,3.7,3.1
the tile shop,"The Tile Shop, Inc.",www.tileshop.com,Home Centers & Hardware Stores,https://media.glassdoor.com/sqll/247523/the-tile-shop-inc-squarelogo-1443112026704.png,3.0,2.6,2.5,2.8,3.1,2.3
the ups store,The UPS Store,www.theupsstore.com,Commercial Printing,https://media.glassdoor.com/sqll/307820/the-ups-store-squarelogo.png,3.6,3.3,3.1,2.4,2.4,3.4
"thermal technologies, inc.",Talset Thermal Technologies,www.talset.com,,,0,0.0,0.0,0.0,0.0,0.0
thermo-trol systems,Thermo-Trol Systems,www.thermo-trol.com,,,0.0,1.0,1.0,4.0,2.0,2.0
thomas jefferson foundation,Thomas Jefferson Foundation,www.monticello.org,Social Assistance,https://media.glassdoor.com/sqll/787934/thomas-jefferson-foundation-squarelogo-1451467212699.png,3.6,3.6,3.3,2.7,3.0,3.6
thompson industrial services,Thompson Industrial Services,www.thompsonindustrialservices.com,Construction,https://media.glassdoor.com/sqll/623074/thompson-industrial-services-squarelogo-1429709389392.png,2.9,2.6,2.4,2.4,2.6,2.4
"thompson services, inc.",Thompson Industrial Services,www.thompsonindustrialservices.com,Construction,https://media.glassdoor.com/sqll/623074/thompson-industrial-services-squarelogo-1429709389392.png,2.9,2.6,2.4,2.4,2.6,2.4
thomson reuters,Thomson Reuters,www.thomsonreuters.com,Enterprise Software & Network Solutions,https://media.glassdoor.com/sqll/100303/thomson-reuters-squarelogo-1477486577555.png,3.5,3.6,3.0,3.2,3.1,3.9
thor solutions llc,Thor Solutions,www.thorsolutions.com,,,3.0,1.0,3.0,1.0,2.0,4.0
"thor solutions, llc",Thor Solutions,www.thorsolutions.com,,,3.0,1.0,3.0,1.0,2.0,4.0
threshold enterprises,Threshold Enterprises,www.thresholdenterprises.com,Health Care Products Manufacturing,https://media.glassdoor.com/sqll/306319/threshold-enterprises-squarelogo-1424152042787.png,2.5,2.7,2.4,2.0,2.6,3.1
tiag,tiag,www.tiag.net,,,5.0,4.0,4.0,5.0,5.0,5.0
tidewater finance co,Tidewater Finance Company,www.tidewaterfinance.com,Financial Transaction Processing,https://media.glassdoor.com/sqll/710866/tidewater-finance-company-squarelogo-1443017387966.png,2.4,2.1,2.3,2.3,2.5,2.3
"tidewater mulch and material, inc",Tidewater Mulch & Material,www.tidewatermulch.com,,,0,0.0,0.0,0.0,0.0,0.0
tiffany & co.,Tiffany & Co.,www.tiffany.com,Other Retail Stores,https://media.glassdoor.com/sqll/663/tiffany-and-co-squarelogo.png,3.1,3.0,2.6,3.4,2.6,2.8
tiger fuel company,Tiger Fuel Company,www.tigerfuel.com,Oil & Gas Services,https://media.glassdoor.com/sqll/818904/tiger-fuel-company-squarelogo-1471276079455.png,4.5,4.3,4.5,4.3,4.1,4.3
time warner cable,Time Warner Cable,www.timewarnercable.com,"Cable, Internet & Telephone Providers",https://media.glassdoor.com/sqll/13229/time-warner-cable-squarelogo-1479154719506.png,3.4,3.3,2.9,3.8,3.3,3.1
tire city inc,Silver City Tire,www.silvercitytire.net,Auto Repair & Maintenance,,5.0,5.0,5.0,5.0,5.0,5.0
titan solutions group,Titan Health Management Solutions,www.titan-health.com,Consulting,,2.9,2.4,2.4,2.6,2.1,3.6
tj maxx,TJ Maxx,www.tjmaxx.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/242612/tj-maxx-squarelogo.png,3.4,3.4,3.0,2.7,3.0,3.3
tjx,TJ Maxx,www.tjmaxx.com,"Department, Clothing, & Shoe Stores",https://media.glassdoor.com/sqll/242612/tj-maxx-squarelogo.png,3.4,3.4,3.0,2.7,3.0,3.3
